Time,Centre position X,Centre position Y,In NE,In NW,In SE,In SW,In Island,In Thigmitaxis
0:00:00.000,,,0,0,0,1,0,0
0:00:00.407,1152.6,1414.2,0,0,0,1,0,0
0:00:00.507,1148.5,1438.7,0,0,0,1,0,0
0:00:00.607,1136.2,1451.0,0,0,0,1,0,0
0:00:00.707,1119.9,1463.2,0,0,0,1,0,0
0:00:00.807,1099.5,1471.4,0,0,0,1,0,0
0:00:00.907,1079.0,1479.6,0,1,0,0,0,0
0:00:01.007,1054.5,1487.7,0,1,0,0,0,0
0:00:01.107,1030.0,1491.8,0,1,0,0,0,0
0:00:01.207,1001.4,1495.9,0,1,0,0,0,0
0:00:01.307,976.8,1491.8,0,1,0,0,0,0
0:00:01.407,956.4,1487.7,0,1,0,0,0,0
0:00:01.507,931.9,1471.4,0,1,0,0,0,0
0:00:01.607,915.5,1455.0,0,1,0,0,0,0
0:00:01.707,903.3,1434.6,0,1,0,0,0,0
0:00:01.807,899.2,1414.2,0,1,0,0,0,0
0:00:01.907,891.0,1389.6,0,1,0,0,0,0
0:00:02.007,886.9,1369.2,0,1,0,0,0,0
0:00:02.107,878.7,1344.7,0,1,0,0,0,0
0:00:02.207,870.6,1320.2,0,1,0,0,0,0
0:00:02.307,862.4,1295.6,0,1,0,0,0,0
0:00:02.407,854.2,1271.1,0,1,0,0,0,0
0:00:02.507,842.0,1246.6,0,1,0,0,0,0
0:00:02.607,833.8,1218.0,0,1,0,0,0,0
0:00:02.707,825.6,1197.5,0,1,0,0,0,0
0:00:02.807,817.4,1168.9,0,1,0,0,0,0
0:00:02.907,813.4,1144.4,0,1,0,0,0,0
0:00:03.007,813.4,1115.8,0,1,0,0,0,0
0:00:03.107,817.4,1087.2,0,1,0,0,0,0
0:00:03.207,825.6,1062.7,0,1,0,0,0,0
0:00:03.274,829.7,1046.3,1,0,0,0,0,0
0:00:03.374,842.0,1021.8,1,0,0,0,0,0
0:00:03.474,854.2,997.3,1,0,0,0,0,0
0:00:03.574,862.4,972.8,1,0,0,0,0,0
0:00:03.674,862.4,948.2,1,0,0,0,0,0
0:00:03.774,858.3,923.7,1,0,0,0,0,0
0:00:03.874,854.2,895.1,1,0,0,0,0,0
0:00:03.974,850.1,870.6,1,0,0,0,0,0
0:00:04.074,842.0,850.1,1,0,0,0,0,0
0:00:04.174,833.8,825.6,1,0,0,0,0,0
0:00:04.274,825.6,805.2,1,0,0,0,0,0
0:00:04.374,817.4,780.7,1,0,0,0,0,0
0:00:04.474,809.3,760.2,1,0,0,0,0,0
0:00:04.574,805.2,735.7,1,0,0,0,0,0
0:00:04.674,797.0,711.2,1,0,0,0,0,0
0:00:04.774,788.8,686.6,1,0,0,0,0,0
0:00:04.874,784.7,666.2,1,0,0,0,0,0
0:00:04.974,784.7,645.8,1,0,0,0,0,0
0:00:05.074,792.9,621.3,1,0,0,0,0,0
0:00:05.174,801.1,604.9,1,0,0,0,0,0
0:00:05.274,817.4,588.6,1,0,0,0,0,0
0:00:05.374,837.9,576.3,1,0,0,0,0,0
0:00:05.474,854.2,572.2,1,0,0,0,0,0
0:00:05.574,870.6,576.3,1,0,0,0,0,0
0:00:05.674,878.7,596.7,1,0,0,0,0,0
0:00:05.774,878.7,609.0,1,0,0,0,0,0
0:00:05.874,874.7,633.5,1,0,0,0,0,0
0:00:05.974,870.6,649.9,1,0,0,0,0,0
0:00:06.074,866.5,670.3,1,0,0,0,0,0
0:00:06.174,862.4,690.7,1,0,0,0,0,0
0:00:06.274,858.3,719.3,1,0,0,0,0,0
0:00:06.374,854.2,743.9,1,0,0,0,0,0
0:00:06.474,850.1,764.3,1,0,0,0,0,0
0:00:06.574,846.0,792.9,1,0,0,0,0,0
0:00:06.674,842.0,817.4,1,0,0,0,0,0
0:00:06.774,842.0,846.0,1,0,0,0,0,0
0:00:06.874,850.1,870.6,1,0,0,0,0,0
0:00:06.974,854.2,895.1,1,0,0,0,0,0
0:00:07.074,862.4,915.5,1,0,0,0,0,0
0:00:07.174,866.5,944.1,1,0,0,0,0,0
0:00:07.274,866.5,964.6,1,0,0,0,0,0
0:00:07.374,866.5,993.2,1,0,0,0,0,0
0:00:07.474,866.5,1017.7,1,0,0,0,0,0
0:00:07.574,862.4,1042.2,1,0,0,0,0,0
0:00:07.607,862.4,1050.4,0,1,0,0,0,0
0:00:07.707,858.3,1074.9,0,1,0,0,0,0
0:00:07.807,854.2,1099.5,0,1,0,0,0,0
0:00:07.907,850.1,1124.0,0,1,0,0,0,0
0:00:08.007,846.0,1148.5,0,1,0,0,0,0
0:00:08.107,842.0,1177.1,0,1,0,0,0,0
0:00:08.207,837.9,1201.6,0,1,0,0,0,0
0:00:08.307,833.8,1230.2,0,1,0,0,0,0
0:00:08.407,833.8,1254.8,0,1,0,0,0,0
0:00:08.540,833.8,1279.3,0,1,0,0,0,0
0:00:08.640,837.9,1303.8,0,1,0,0,0,0
0:00:08.740,842.0,1328.3,0,1,0,0,0,0
0:00:08.840,842.0,1344.7,0,1,0,0,0,0
0:00:08.940,842.0,1361.0,0,1,0,0,0,0
0:00:09.040,842.0,1377.4,0,1,0,0,0,0
0:00:09.140,837.9,1389.6,0,1,0,0,0,0
0:00:09.240,829.7,1397.8,0,1,0,0,0,0
0:00:09.340,821.5,1401.9,0,1,0,0,0,0
0:00:09.440,809.3,1410.1,0,1,0,0,0,0
0:00:09.540,792.9,1410.1,0,1,0,0,0,0
0:00:09.640,776.6,1410.1,0,1,0,0,0,0
0:00:09.740,764.3,1406.0,0,1,0,0,0,0
