Time,Centre position X,Centre position Y,In NE,In NW,In SE,In SW,In Island,In Thigmitaxis
0:00:00.000,,,0,0,1,0,0,0
0:00:02.940,1377.4,482.3,0,0,1,0,0,0
0:00:03.040,1377.4,482.3,0,0,1,0,0,0
0:00:03.107,1377.4,478.2,0,0,1,0,0,1
0:00:03.140,1377.4,482.3,0,0,1,0,0,0
0:00:03.173,1377.4,478.2,0,0,1,0,0,1
0:00:03.240,1377.4,482.3,0,0,1,0,0,0
0:00:03.273,1377.4,478.2,0,0,1,0,0,1
0:00:03.373,1377.4,478.2,0,0,1,0,0,1
0:00:04.040,1381.5,416.9,0,0,1,0,0,1
0:00:04.140,1385.6,421.0,0,0,1,0,0,1
0:00:04.240,1381.5,425.1,0,0,1,0,0,1
0:00:04.340,1385.6,429.2,0,0,1,0,0,1
0:00:04.407,1373.3,490.5,0,0,1,0,0,0
0:00:04.440,1385.6,433.2,0,0,1,0,0,1
0:00:04.507,1373.3,490.5,0,0,1,0,0,0
0:00:04.573,1385.6,433.2,0,0,1,0,0,1
0:00:04.640,1373.3,490.5,0,0,1,0,0,0
0:00:04.673,1385.6,433.2,0,0,1,0,0,1
0:00:04.707,1373.3,486.4,0,0,1,0,0,0
0:00:04.740,1381.5,421.0,0,0,1,0,0,1
0:00:05.673,1406.0,465.9,0,0,1,0,0,1
0:00:05.773,1381.5,486.4,0,0,1,0,0,0
0:00:05.807,1393.7,457.8,0,0,1,0,0,1
0:00:05.840,1377.4,490.5,0,0,1,0,0,0
0:00:05.873,1389.6,470.0,0,0,1,0,0,1
0:00:05.973,1389.6,478.2,0,0,1,0,0,1
0:00:06.073,1381.5,474.1,0,0,1,0,0,1
0:00:06.173,1381.5,474.1,0,0,1,0,0,1
0:00:06.273,1377.4,478.2,0,0,1,0,0,1
0:00:06.307,1377.4,482.3,0,0,1,0,0,0
0:00:06.407,1377.4,482.3,0,0,1,0,0,0
0:00:06.440,1377.4,478.2,0,0,1,0,0,1
0:00:06.573,1377.4,478.2,0,0,1,0,0,1
0:00:06.607,1377.4,482.3,0,0,1,0,0,0
0:00:06.707,1377.4,482.3,0,0,1,0,0,0
0:00:06.740,1377.4,478.2,0,0,1,0,0,1
0:00:06.840,1377.4,478.2,0,0,1,0,0,1
0:00:06.907,1377.4,482.3,0,0,1,0,0,0
0:00:06.940,1377.4,478.2,0,0,1,0,0,1
0:00:06.973,1377.4,482.3,0,0,1,0,0,0
0:00:07.007,1377.4,478.2,0,0,1,0,0,1
0:00:07.107,1377.4,482.3,0,0,1,0,0,0
0:00:07.173,1377.4,478.2,0,0,1,0,0,1
0:00:07.207,1377.4,482.3,0,0,1,0,0,0
0:00:07.273,1381.5,474.1,0,0,1,0,0,1
0:00:07.373,1377.4,478.2,0,0,1,0,0,1
0:00:07.440,1377.4,482.3,0,0,1,0,0,0
0:00:07.473,1377.4,478.2,0,0,1,0,0,1
0:00:07.540,1377.4,482.3,0,0,1,0,0,0
0:00:07.640,1377.4,478.2,0,0,1,0,0,1
0:00:07.740,1377.4,478.2,0,0,1,0,0,1
0:00:07.840,1377.4,478.2,0,0,1,0,0,1
0:00:07.940,1377.4,478.2,0,0,1,0,0,1
0:00:08.040,1377.4,478.2,0,0,1,0,0,1
0:00:08.140,1377.4,478.2,0,0,1,0,0,1
0:00:08.207,1377.4,482.3,0,0,1,0,0,0
0:00:08.240,1377.4,478.2,0,0,1,0,0,1
0:00:08.340,1381.5,474.1,0,0,1,0,0,1
0:00:08.440,1377.4,478.2,0,0,1,0,0,1
0:00:08.540,1377.4,478.2,0,0,1,0,0,1
0:00:08.640,1377.4,478.2,0,0,1,0,0,1
0:00:08.740,1377.4,478.2,0,0,1,0,0,1
0:00:08.840,1381.5,474.1,0,0,1,0,0,1
0:00:08.940,1381.5,474.1,0,0,1,0,0,1
0:00:09.040,1377.4,478.2,0,0,1,0,0,1
0:00:09.140,1377.4,478.2,0,0,1,0,0,1
0:00:09.240,1377.4,478.2,0,0,1,0,0,1
0:00:09.273,1377.4,482.3,0,0,1,0,0,0
0:00:09.307,1377.4,478.2,0,0,1,0,0,1
0:00:09.407,1381.5,478.2,0,0,1,0,0,1
0:00:09.507,1377.4,478.2,0,0,1,0,0,1
0:00:09.607,1377.4,478.2,0,0,1,0,0,1
0:00:09.707,1377.4,478.2,0,0,1,0,0,1
0:00:09.807,1385.6,453.7,0,0,1,0,0,1
0:00:09.907,1385.6,449.6,0,0,1,0,0,1
0:00:10.007,1385.6,449.6,0,0,1,0,0,1
0:00:10.107,1385.6,457.8,0,0,1,0,0,1
0:00:10.207,1377.4,478.2,0,0,1,0,0,1
0:00:10.307,1377.4,474.1,0,0,1,0,0,1
0:00:10.407,1381.5,474.1,0,0,1,0,0,1
0:00:10.507,1381.5,470.0,0,0,1,0,0,1
0:00:10.607,1381.5,465.9,0,0,1,0,0,1
0:00:10.707,1381.5,465.9,0,0,1,0,0,1
0:00:10.807,1385.6,461.9,0,0,1,0,0,1
0:00:10.907,1385.6,457.8,0,0,1,0,0,1
0:00:11.007,1385.6,457.8,0,0,1,0,0,1
0:00:11.107,1385.6,453.7,0,0,1,0,0,1
0:00:11.207,1385.6,453.7,0,0,1,0,0,1
0:00:11.307,1385.6,449.6,0,0,1,0,0,1
0:00:11.407,1385.6,449.6,0,0,1,0,0,1
0:00:11.507,1385.6,445.5,0,0,1,0,0,1
0:00:11.607,1385.6,441.4,0,0,1,0,0,1
0:00:11.707,1385.6,441.4,0,0,1,0,0,1
0:00:11.807,1385.6,433.2,0,0,1,0,0,1
0:00:11.907,1385.6,429.2,0,0,1,0,0,1
0:00:12.007,1381.5,425.1,0,0,1,0,0,1
0:00:12.107,1381.5,429.2,0,0,1,0,0,1
0:00:12.207,1381.5,429.2,0,0,1,0,0,1
0:00:12.307,1385.6,433.2,0,0,1,0,0,1
0:00:12.407,1385.6,433.2,0,0,1,0,0,1
0:00:12.507,1385.6,429.2,0,0,1,0,0,1
0:00:12.607,1385.6,433.2,0,0,1,0,0,1
0:00:12.707,1385.6,433.2,0,0,1,0,0,1
0:00:12.807,1385.6,437.3,0,0,1,0,0,1
0:00:12.907,1385.6,437.3,0,0,1,0,0,1
0:00:13.007,1385.6,437.3,0,0,1,0,0,1
0:00:13.107,1385.6,437.3,0,0,1,0,0,1
0:00:13.207,1385.6,433.2,0,0,1,0,0,1
0:00:13.307,1385.6,445.5,0,0,1,0,0,1
0:00:13.407,1385.6,445.5,0,0,1,0,0,1
0:00:13.507,1385.6,449.6,0,0,1,0,0,1
0:00:13.607,1385.6,453.7,0,0,1,0,0,1
0:00:13.707,1385.6,457.8,0,0,1,0,0,1
0:00:13.807,1385.6,449.6,0,0,1,0,0,1
0:00:13.907,1385.6,445.5,0,0,1,0,0,1
0:00:13.940,1373.3,490.5,0,0,1,0,0,0
0:00:13.973,1385.6,445.5,0,0,1,0,0,1
0:00:14.007,1373.3,490.5,0,0,1,0,0,0
0:00:14.040,1385.6,445.5,0,0,1,0,0,1
0:00:14.073,1373.3,490.5,0,0,1,0,0,0
0:00:14.107,1389.6,445.5,0,0,1,0,0,1
0:00:14.173,1373.3,490.5,0,0,1,0,0,0
0:00:14.207,1385.6,453.7,0,0,1,0,0,1
0:00:14.307,1373.3,494.6,0,0,1,0,0,0
0:00:14.340,1385.6,457.8,0,0,1,0,0,1
0:00:14.440,1385.6,461.9,0,0,1,0,0,1
0:00:14.540,1385.6,457.8,0,0,1,0,0,1
0:00:14.640,1385.6,453.7,0,0,1,0,0,1
0:00:14.673,1373.3,490.5,0,0,1,0,0,0
0:00:14.707,1385.6,453.7,0,0,1,0,0,1
0:00:14.773,1373.3,490.5,0,0,1,0,0,0
0:00:14.807,1389.6,445.5,0,0,1,0,0,1
0:00:14.873,1373.3,486.4,0,0,1,0,0,0
0:00:14.907,1385.6,445.5,0,0,1,0,0,1
0:00:14.940,1373.3,490.5,0,0,1,0,0,0
0:00:14.973,1385.6,441.4,0,0,1,0,0,1
0:00:15.007,1373.3,486.4,0,0,1,0,0,0
0:00:15.040,1389.6,441.4,0,0,1,0,0,1
0:00:15.073,1373.3,486.4,0,0,1,0,0,0
0:00:15.107,1385.6,441.4,0,0,1,0,0,1
0:00:15.140,1373.3,486.4,0,0,1,0,0,0
0:00:15.173,1385.6,441.4,0,0,1,0,0,1
0:00:15.207,1373.3,486.4,0,0,1,0,0,0
0:00:15.240,1385.6,433.2,0,0,1,0,0,1
0:00:15.273,1373.3,486.4,0,0,1,0,0,0
