Time,Centre position X,Centre position Y,In NE,In NW,In SE,In SW,In Island,In Thigmitaxis
0:00:00.000,,,1,0,0,0,0,0
0:00:00.478,797.0,592.6,1,0,0,0,0,0
0:00:00.578,813.4,613.1,1,0,0,0,0,0
0:00:00.679,825.6,637.6,1,0,0,0,0,0
0:00:00.779,833.8,658.0,1,0,0,0,0,0
0:00:00.879,846.0,674.4,1,0,0,0,0,0
0:00:00.979,862.4,694.8,1,0,0,0,0,0
0:00:01.079,886.9,707.1,1,0,0,0,0,0
0:00:01.179,907.4,715.3,1,0,0,0,0,0
0:00:01.279,931.9,715.3,1,0,0,0,0,0
0:00:01.379,960.5,707.1,1,0,0,0,0,0
0:00:01.479,976.8,694.8,1,0,0,0,0,0
0:00:01.579,993.2,674.4,1,0,0,0,0,0
0:00:01.679,1001.4,654.0,1,0,0,0,0,0
0:00:01.779,1009.5,633.5,1,0,0,0,0,0
0:00:01.879,1005.4,617.2,1,0,0,0,0,0
0:00:01.979,993.2,600.8,1,0,0,0,0,0
0:00:02.079,985.0,592.6,1,0,0,0,0,0
0:00:02.179,964.6,596.7,1,0,0,0,0,0
0:00:02.279,956.4,604.9,1,0,0,0,0,0
0:00:02.379,956.4,625.3,1,0,0,0,0,0
0:00:02.479,964.6,641.7,1,0,0,0,0,0
0:00:02.579,976.8,654.0,1,0,0,0,0,0
0:00:02.679,993.2,670.3,1,0,0,0,0,0
0:00:02.779,1005.4,686.6,1,0,0,0,0,0
0:00:02.879,1017.7,707.1,1,0,0,0,0,0
0:00:02.979,1025.9,727.5,1,0,0,0,0,0
0:00:03.079,1030.0,756.1,1,0,0,0,0,0
0:00:03.179,1030.0,780.7,1,0,0,0,0,0
0:00:03.279,1034.1,805.2,1,0,0,0,0,0
0:00:03.379,1042.2,833.8,1,0,0,0,0,0
0:00:03.479,1058.6,858.3,1,0,0,0,0,0
0:00:03.579,1070.8,878.7,1,0,0,0,0,0
0:00:03.679,1095.4,903.3,0,0,1,0,0,0
0:00:03.779,1115.8,915.5,0,0,1,0,0,0
0:00:03.879,1136.2,923.7,0,0,1,0,0,0
0:00:03.979,1156.7,923.7,0,0,1,0,0,0
0:00:04.079,1173.0,915.5,0,0,1,0,0,0
0:00:04.179,1177.1,903.3,0,0,1,0,0,0
0:00:04.279,1173.0,891.0,0,0,1,0,0,0
0:00:04.379,1156.7,882.8,0,0,1,0,0,0
0:00:04.479,1144.4,878.7,0,0,1,0,0,0
0:00:04.579,1124.0,874.7,0,0,1,0,0,0
0:00:04.679,1107.6,870.6,0,0,1,0,0,0
0:00:04.779,1091.3,870.6,0,0,1,0,0,0
0:00:04.812,1083.1,870.6,1,0,0,0,0,0
0:00:04.912,1070.8,870.6,1,0,0,0,0,0
0:00:05.012,1054.5,874.7,1,0,0,0,0,0
0:00:05.112,1038.1,882.8,1,0,0,0,0,0
0:00:05.212,1025.9,895.1,1,0,0,0,0,0
0:00:05.312,1017.7,911.4,1,0,0,0,0,0
0:00:05.412,1005.4,927.8,1,0,0,0,0,0
0:00:05.512,993.2,944.1,1,0,0,0,0,0
0:00:05.612,976.8,952.3,1,0,0,0,0,0
0:00:05.712,956.4,956.4,1,0,0,0,0,0
0:00:05.812,940.1,956.4,1,0,0,0,0,0
0:00:05.912,919.6,956.4,1,0,0,0,0,0
0:00:06.012,899.2,956.4,1,0,0,0,0,0
0:00:06.112,882.8,956.4,1,0,0,0,0,0
0:00:06.212,866.5,956.4,1,0,0,0,0,0
0:00:06.312,850.1,964.6,1,0,0,0,0,0
0:00:06.412,829.7,980.9,1,0,0,0,0,0
0:00:06.512,821.5,993.2,1,0,0,0,0,0
0:00:06.612,821.5,1017.7,1,0,0,0,0,0
0:00:06.712,825.6,1038.1,1,0,0,0,0,0
0:00:06.779,829.7,1050.4,0,1,0,0,0,0
0:00:06.912,842.0,1062.7,0,1,0,0,0,0
0:00:07.012,858.3,1062.7,0,1,0,0,0,0
0:00:07.112,874.7,1058.6,0,1,0,0,0,0
0:00:07.212,891.0,1046.3,1,0,0,0,0,0
0:00:07.312,899.2,1030.0,1,0,0,0,0,0
0:00:07.412,907.4,1017.7,1,0,0,0,0,0
0:00:07.512,903.3,993.2,1,0,0,0,0,0
0:00:07.612,899.2,976.8,1,0,0,0,0,0
0:00:07.712,891.0,956.4,1,0,0,0,0,0
0:00:07.812,882.8,940.1,1,0,0,0,0,0
0:00:07.912,874.7,919.6,1,0,0,0,0,0
0:00:08.012,866.5,899.2,1,0,0,0,0,0
0:00:08.112,862.4,882.8,1,0,0,0,0,0
0:00:08.212,862.4,858.3,1,0,0,0,0,0
0:00:08.312,866.5,837.9,1,0,0,0,0,0
0:00:08.412,878.7,821.5,1,0,0,0,0,0
0:00:08.545,891.0,792.9,1,0,0,0,0,0
0:00:08.645,899.2,772.5,1,0,0,0,0,0
0:00:08.745,899.2,748.0,1,0,0,0,0,0
0:00:08.845,903.3,723.4,1,0,0,0,0,0
0:00:08.945,899.2,698.9,1,0,0,0,0,0
0:00:09.045,899.2,678.5,1,0,0,0,0,0
0:00:09.145,903.3,654.0,1,0,0,0,0,0
0:00:09.245,911.4,629.4,1,0,0,0,0,0
0:00:09.345,919.6,609.0,1,0,0,0,0,0
0:00:09.445,931.9,588.6,1,0,0,0,0,0
0:00:09.545,948.2,568.1,1,0,0,0,0,0
0:00:09.645,960.5,543.6,1,0,0,0,0,0
0:00:09.745,972.8,519.1,1,0,0,0,0,0
0:00:09.845,980.9,494.6,1,0,0,0,0,0
0:00:09.945,985.0,470.0,1,0,0,0,0,0
0:00:10.045,985.0,449.6,1,0,0,0,0,0
0:00:10.145,985.0,425.1,1,0,0,0,0,0
0:00:10.212,989.1,412.8,1,0,0,0,0,1
0:00:10.312,989.1,388.3,1,0,0,0,0,1
0:00:10.479,993.2,347.4,1,0,0,0,0,1
0:00:10.579,997.3,322.9,1,0,0,0,0,1
0:00:10.679,1001.4,310.6,1,0,0,0,0,1
0:00:10.779,1001.4,306.5,1,0,0,0,0,1
0:00:10.845,1001.4,302.5,0,0,0,0,0,0
0:00:10.879,1005.4,306.5,1,0,0,0,0,1
0:00:10.912,1005.4,302.5,0,0,0,0,0,0
0:00:11.012,1009.5,302.5,0,0,0,0,0,0
0:00:11.112,1021.8,306.5,1,0,0,0,0,1
0:00:11.212,1030.0,310.6,1,0,0,0,0,1
0:00:11.312,1046.3,314.7,1,0,0,0,0,1
0:00:11.412,1062.7,318.8,1,0,0,0,0,1
0:00:11.512,1074.9,327.0,1,0,0,0,0,1
0:00:11.579,1091.3,335.1,0,0,1,0,0,1
0:00:11.679,1107.6,347.4,0,0,1,0,0,1
0:00:11.779,1124.0,359.7,0,0,1,0,0,1
0:00:11.945,1152.6,371.9,0,0,1,0,0,1
0:00:12.045,1173.0,380.1,0,0,1,0,0,1
0:00:12.179,1201.6,388.3,0,0,1,0,0,1
0:00:12.279,1222.1,396.5,0,0,1,0,0,1
0:00:12.379,1238.4,408.7,0,0,1,0,0,1
0:00:12.479,1250.7,416.9,0,0,1,0,0,1
0:00:12.579,1267.0,425.1,0,0,1,0,0,1
0:00:12.679,1279.3,433.2,0,0,1,0,0,1
0:00:12.779,1295.6,441.4,0,0,1,0,0,1
0:00:12.879,1303.8,445.5,0,0,1,0,0,1
0:00:12.979,1320.2,453.7,0,0,1,0,0,1
0:00:13.045,1324.3,457.8,0,0,1,0,0,0
0:00:13.079,1328.3,457.8,0,0,1,0,0,1
0:00:13.179,1344.7,465.9,0,0,1,0,0,0
0:00:13.279,1361.0,470.0,0,0,1,0,0,1
0:00:13.312,1361.0,474.1,0,0,1,0,0,0
0:00:13.345,1369.2,474.1,0,0,1,0,0,1
0:00:13.512,1397.8,486.4,0,0,1,0,0,1
0:00:13.612,1418.3,498.6,0,0,1,0,0,1
0:00:13.712,1430.5,510.9,0,0,1,0,0,1
0:00:13.779,1442.8,523.2,0,0,1,0,0,0
0:00:13.879,1459.1,539.5,0,0,1,0,0,0
0:00:13.979,1471.4,551.8,0,0,1,0,0,0
0:00:14.079,1483.7,568.1,0,0,1,0,0,0
0:00:14.179,1500.0,584.5,0,0,1,0,0,0
0:00:14.279,1512.3,600.8,0,0,1,0,0,0
0:00:14.412,1528.6,625.3,0,0,1,0,0,0
0:00:14.512,1540.9,641.7,0,0,1,0,0,0
0:00:14.612,1549.0,658.0,0,0,1,0,0,0
0:00:14.712,1557.2,678.5,0,0,1,0,0,0
0:00:14.812,1561.3,698.9,0,0,1,0,0,0
0:00:14.912,1573.6,719.3,0,0,1,0,0,0
0:00:15.012,1581.7,739.8,0,0,1,0,0,0
0:00:15.112,1598.1,756.1,0,0,1,0,0,0
0:00:15.212,1618.5,780.7,0,0,1,0,0,0
0:00:15.312,1626.7,792.9,0,0,1,0,0,0
0:00:15.412,1647.1,817.4,0,0,1,0,0,0
0:00:15.512,1655.3,829.7,0,0,1,0,0,0
0:00:15.612,1663.5,842.0,0,0,1,0,0,0
0:00:15.712,1671.7,870.6,0,0,1,0,0,0
0:00:15.812,1679.8,891.0,0,0,1,0,0,0
0:00:15.912,1688.0,911.4,0,0,1,0,0,0
0:00:16.012,1692.1,936.0,0,0,1,0,0,0
0:00:16.112,1700.3,956.4,0,0,1,0,0,0
0:00:16.212,1704.4,980.9,0,0,1,0,0,0
0:00:16.312,1708.4,1001.4,0,0,1,0,0,0
0:00:16.412,1712.5,1021.8,0,0,1,0,0,0
0:00:16.445,1716.6,1030.0,0,0,1,0,0,1
0:00:16.545,1716.6,1050.4,0,0,0,1,0,1
0:00:16.645,1720.7,1074.9,0,0,0,1,0,1
0:00:16.745,1720.7,1095.4,0,0,0,1,0,1
0:00:16.845,1720.7,1103.5,0,0,0,1,0,1
0:00:16.945,1716.6,1128.1,0,0,0,1,0,1
0:00:17.012,1704.4,1140.3,0,0,0,1,0,0
0:00:17.045,1704.4,1144.4,0,0,0,1,0,1
0:00:17.079,1700.3,1148.5,0,0,0,1,0,0
0:00:17.179,1692.1,1164.9,0,0,0,1,0,0
0:00:17.279,1688.0,1173.0,0,0,0,1,0,0
0:00:17.379,1683.9,1177.1,0,0,0,1,0,0
0:00:17.479,1679.8,1189.4,0,0,0,1,0,0
0:00:17.579,1671.7,1193.5,0,0,0,1,0,0
0:00:17.679,1659.4,1222.1,0,0,0,1,0,0
0:00:18.012,1545.0,1271.1,0,0,0,1,0,0
0:00:18.112,1524.5,1279.3,0,0,0,1,0,0
0:00:18.212,1500.0,1287.5,0,0,0,1,0,0
0:00:18.312,1479.6,1299.7,0,0,0,1,0,0
0:00:18.412,1455.0,1307.9,0,0,0,1,0,0
0:00:18.512,1434.6,1320.2,0,0,0,1,0,0
0:00:18.612,1410.1,1328.3,0,0,0,1,0,0
0:00:18.712,1385.6,1336.5,0,0,0,1,0,0
0:00:18.812,1365.1,1336.5,0,0,0,1,0,0
0:00:18.912,1344.7,1336.5,0,0,0,1,0,0
0:00:18.945,1336.5,1332.4,0,0,0,1,1,0
0:00:19.045,1316.1,1332.4,0,0,0,1,1,0
0:00:19.145,1299.7,1328.3,0,0,0,1,1,0
0:00:19.245,1271.1,1324.3,0,0,0,1,0,0
0:00:19.345,1250.7,1312.0,0,0,0,1,0,0
0:00:19.445,1238.4,1303.8,0,0,0,1,0,0
0:00:19.545,1226.2,1291.6,0,0,0,1,0,0
0:00:19.645,1209.8,1279.3,0,0,0,1,0,0
0:00:19.745,1201.6,1271.1,0,0,0,1,0,0
0:00:19.845,1185.3,1254.8,0,0,0,1,0,0
0:00:19.945,1168.9,1238.4,0,0,0,1,0,0
0:00:20.045,1152.6,1222.1,0,0,0,1,0,0
0:00:20.145,1132.2,1205.7,0,0,0,1,0,0
0:00:20.245,1107.6,1193.5,0,0,0,1,0,0
0:00:20.345,1087.2,1181.2,0,0,0,1,0,0
0:00:20.379,1079.0,1177.1,0,1,0,0,0,0
0:00:20.479,1054.5,1164.9,0,1,0,0,0,0
0:00:20.579,1034.1,1152.6,0,1,0,0,0,0
0:00:20.679,1013.6,1140.3,0,1,0,0,0,0
0:00:20.779,993.2,1128.1,0,1,0,0,0,0
0:00:20.879,972.8,1115.8,0,1,0,0,0,0
0:00:20.979,952.3,1103.5,0,1,0,0,0,0
0:00:21.079,931.9,1095.4,0,1,0,0,0,0
0:00:21.179,907.4,1095.4,0,1,0,0,0,0
0:00:21.279,882.8,1091.3,0,1,0,0,0,0
0:00:21.379,862.4,1087.2,0,1,0,0,0,0
0:00:21.479,842.0,1083.1,0,1,0,0,0,0
0:00:21.579,821.5,1074.9,0,1,0,0,0,0
0:00:21.679,805.2,1062.7,0,1,0,0,0,0
0:00:21.779,788.8,1046.3,1,0,0,0,0,0
0:00:21.879,772.5,1025.9,1,0,0,0,0,0
