Time,Centre position X,Centre position Y,In NE,In NW,In SE,In SW,In Island,In Thigmitaxis
0:00:00.000,,,1,0,0,0,0,0
0:00:00.316,555.9,719.3,1,0,0,0,0,0
0:00:00.350,547.7,719.3,1,0,0,0,0,1
0:00:00.450,519.1,723.4,1,0,0,0,0,1
0:00:00.550,490.5,723.4,1,0,0,0,0,1
0:00:00.650,461.9,723.4,1,0,0,0,0,1
0:00:00.750,441.4,723.4,1,0,0,0,0,1
0:00:00.850,429.2,723.4,1,0,0,0,0,1
0:00:00.950,416.9,719.3,1,0,0,0,0,1
0:00:01.050,416.9,719.3,1,0,0,0,0,1
0:00:01.183,421.0,723.4,1,0,0,0,0,1
0:00:01.283,425.1,727.5,1,0,0,0,0,1
0:00:01.383,421.0,731.6,1,0,0,0,0,1
0:00:01.483,421.0,731.6,1,0,0,0,0,1
0:00:01.583,421.0,735.7,1,0,0,0,0,1
0:00:01.683,421.0,731.6,1,0,0,0,0,1
0:00:01.783,421.0,723.4,1,0,0,0,0,1
0:00:01.883,425.1,707.1,1,0,0,0,0,1
0:00:01.983,433.2,694.8,1,0,0,0,0,1
0:00:02.083,437.3,682.6,1,0,0,0,0,1
0:00:02.183,445.5,674.4,1,0,0,0,0,1
0:00:02.283,457.8,658.0,1,0,0,0,0,1
0:00:02.383,465.9,641.7,1,0,0,0,0,1
0:00:02.483,474.1,625.3,1,0,0,0,0,1
0:00:02.583,482.3,613.1,1,0,0,0,0,1
0:00:02.683,490.5,596.7,1,0,0,0,0,1
0:00:02.850,1667.6,1205.7,0,0,0,1,0,0
0:00:03.283,568.1,506.8,0,0,0,0,0,0
0:00:03.350,596.7,482.3,1,0,0,0,0,1
0:00:03.450,609.0,470.0,0,0,0,0,0,0
0:00:03.550,625.3,457.8,0,0,0,0,0,0
0:00:03.650,637.6,445.5,0,0,0,0,0,0
0:00:03.717,654.0,437.3,1,0,0,0,0,1
0:00:03.783,666.2,425.1,0,0,0,0,0,0
0:00:03.817,670.3,425.1,1,0,0,0,0,1
0:00:03.850,670.3,421.0,0,0,0,0,0,0
0:00:03.950,674.4,421.0,0,0,0,0,0,0
0:00:03.983,678.5,421.0,1,0,0,0,0,1
0:00:04.017,682.6,416.9,0,0,0,0,0,0
0:00:04.050,686.6,416.9,1,0,0,0,0,1
0:00:04.083,690.7,408.7,0,0,0,0,0,0
0:00:04.117,698.9,408.7,1,0,0,0,0,1
0:00:04.150,703.0,404.6,0,0,0,0,0,0
0:00:04.183,711.2,400.5,1,0,0,0,0,1
0:00:04.283,727.5,396.5,1,0,0,0,0,1
0:00:04.383,743.9,392.4,1,0,0,0,0,1
0:00:04.483,764.3,384.2,1,0,0,0,0,1
0:00:04.583,784.7,380.1,1,0,0,0,0,1
0:00:04.683,809.3,371.9,1,0,0,0,0,1
0:00:04.783,821.5,363.8,1,0,0,0,0,1
0:00:04.983,846.0,343.3,1,0,0,0,0,1
0:00:05.083,850.1,339.2,1,0,0,0,0,1
0:00:05.183,854.2,339.2,1,0,0,0,0,1
0:00:05.283,854.2,339.2,1,0,0,0,0,1
0:00:05.383,858.3,343.3,1,0,0,0,0,1
0:00:05.483,862.4,343.3,1,0,0,0,0,1
0:00:05.583,866.5,351.5,1,0,0,0,0,1
0:00:05.683,866.5,351.5,1,0,0,0,0,1
0:00:05.783,866.5,347.4,1,0,0,0,0,1
0:00:05.883,870.6,347.4,1,0,0,0,0,1
0:00:05.983,870.6,347.4,1,0,0,0,0,1
0:00:06.083,866.5,343.3,1,0,0,0,0,1
0:00:06.183,862.4,343.3,1,0,0,0,0,1
0:00:06.283,850.1,343.3,1,0,0,0,0,1
0:00:06.450,825.6,347.4,1,0,0,0,0,1
0:00:06.483,821.5,347.4,0,0,0,0,0,0
0:00:06.550,813.4,351.5,1,0,0,0,0,1
0:00:06.617,801.1,355.6,0,0,0,0,0,0
0:00:06.750,784.7,363.8,1,0,0,0,0,1
0:00:06.850,768.4,367.8,0,0,0,0,0,0
0:00:06.917,760.2,376.0,1,0,0,0,0,1
0:00:06.950,756.1,376.0,0,0,0,0,0,0
0:00:06.983,748.0,376.0,1,0,0,0,0,1
0:00:07.083,739.8,384.2,0,0,0,0,0,0
0:00:07.150,735.7,388.3,1,0,0,0,0,1
0:00:07.183,731.6,388.3,0,0,0,0,0,0
0:00:07.283,723.4,392.4,0,0,0,0,0,0
0:00:07.383,719.3,396.5,1,0,0,0,0,1
0:00:07.450,715.3,396.5,0,0,0,0,0,0
0:00:07.483,711.2,400.5,1,0,0,0,0,1
0:00:07.517,707.1,400.5,0,0,0,0,0,0
0:00:07.550,707.1,404.6,1,0,0,0,0,1
0:00:07.583,703.0,404.6,0,0,0,0,0,0
0:00:07.683,678.5,416.9,0,0,0,0,0,0
0:00:07.783,670.3,425.1,1,0,0,0,0,1
0:00:07.817,662.1,429.2,0,0,0,0,0,0
0:00:07.883,654.0,437.3,1,0,0,0,0,1
0:00:07.950,641.7,445.5,0,0,0,0,0,0
0:00:08.017,633.5,453.7,1,0,0,0,0,1
0:00:08.050,625.3,457.8,0,0,0,0,0,0
0:00:08.083,621.3,461.9,1,0,0,0,0,1
0:00:08.117,617.2,461.9,0,0,0,0,0,0
0:00:08.217,600.8,478.2,1,0,0,0,0,1
0:00:08.317,588.6,486.4,1,0,0,0,0,1
0:00:08.417,572.2,502.7,0,0,0,0,0,0
0:00:09.083,1688.0,1124.0,0,0,0,1,0,0
0:00:09.683,400.5,760.2,1,0,0,0,0,1
0:00:09.783,392.4,776.6,1,0,0,0,0,1
0:00:09.883,384.2,801.1,1,0,0,0,0,1
0:00:09.983,380.1,817.4,1,0,0,0,0,1
0:00:10.083,376.0,833.8,1,0,0,0,0,1
0:00:10.183,376.0,850.1,1,0,0,0,0,1
0:00:10.283,367.8,862.4,1,0,0,0,0,1
0:00:10.383,363.8,882.8,1,0,0,0,0,1
0:00:10.750,351.5,927.8,1,0,0,0,0,1
0:00:10.850,355.6,927.8,1,0,0,0,0,1
0:00:10.983,355.6,940.1,1,0,0,0,0,1
0:00:11.083,359.7,944.1,1,0,0,0,0,1
0:00:11.183,363.8,944.1,1,0,0,0,0,1
0:00:11.283,359.7,948.2,1,0,0,0,0,1
0:00:11.383,355.6,944.1,1,0,0,0,0,1
0:00:11.483,355.6,944.1,1,0,0,0,0,1
0:00:11.583,355.6,940.1,1,0,0,0,0,1
0:00:11.683,355.6,927.8,1,0,0,0,0,1
0:00:11.783,359.7,899.2,1,0,0,0,0,1
0:00:11.883,363.8,874.7,1,0,0,0,0,1
0:00:11.983,367.8,862.4,1,0,0,0,0,1
0:00:12.083,376.0,842.0,1,0,0,0,0,1
0:00:12.183,380.1,829.7,1,0,0,0,0,1
0:00:12.283,392.4,809.3,1,0,0,0,0,1
0:00:12.383,400.5,788.8,1,0,0,0,0,1
0:00:12.483,408.7,768.4,1,0,0,0,0,1
0:00:12.583,421.0,748.0,1,0,0,0,0,1
0:00:12.683,433.2,723.4,1,0,0,0,0,1
0:00:12.783,445.5,698.9,1,0,0,0,0,1
0:00:12.883,457.8,678.5,1,0,0,0,0,1
0:00:12.983,474.1,654.0,1,0,0,0,0,1
0:00:13.083,486.4,629.4,1,0,0,0,0,1
0:00:13.183,502.7,609.0,1,0,0,0,0,1
0:00:13.317,527.2,576.3,1,0,0,0,0,1
0:00:13.417,547.7,555.9,1,0,0,0,0,1
0:00:13.517,568.1,539.5,1,0,0,0,0,1
0:00:13.617,588.6,523.2,1,0,0,0,0,1
