Time,Centre position X,Centre position Y,In NE,In NW,In SE,In SW,In Island,In Thigmitaxis
0:00:00.000,,,0,0,1,0,0,0
0:00:00.346,1181.2,711.2,0,0,1,0,0,0
0:00:00.479,1144.4,694.8,0,0,1,0,0,0
0:00:00.579,1124.0,678.5,0,0,1,0,0,0
0:00:00.679,1095.4,654.0,0,0,1,0,0,0
0:00:00.746,1083.1,637.6,1,0,0,0,0,0
0:00:00.846,1066.8,613.1,1,0,0,0,0,0
0:00:00.946,1054.5,588.6,1,0,0,0,0,0
0:00:01.046,1042.2,555.9,1,0,0,0,0,0
0:00:01.146,1030.0,527.2,1,0,0,0,0,0
0:00:01.246,1017.7,494.6,1,0,0,0,0,0
0:00:01.346,1005.4,465.9,1,0,0,0,0,0
0:00:01.446,989.1,441.4,1,0,0,0,0,0
0:00:01.512,980.9,421.0,1,0,0,0,0,1
0:00:01.612,964.6,392.4,1,0,0,0,0,1
0:00:01.746,948.2,355.6,1,0,0,0,0,1
0:00:01.846,944.1,335.1,1,0,0,0,0,1
0:00:02.112,936.0,322.9,1,0,0,0,0,1
0:00:02.212,927.8,331.1,1,0,0,0,0,1
0:00:02.312,927.8,331.1,1,0,0,0,0,1
0:00:02.412,927.8,331.1,1,0,0,0,0,1
0:00:02.612,927.8,331.1,1,0,0,0,0,1
0:00:02.712,940.1,343.3,1,0,0,0,0,1
0:00:02.812,944.1,367.8,1,0,0,0,0,1
0:00:02.912,940.1,384.2,1,0,0,0,0,1
0:00:03.012,927.8,396.5,1,0,0,0,0,1
0:00:03.112,911.4,400.5,1,0,0,0,0,1
0:00:03.279,882.8,396.5,1,0,0,0,0,1
0:00:03.379,870.6,392.4,1,0,0,0,0,1
0:00:03.479,854.2,376.0,1,0,0,0,0,1
0:00:03.579,846.0,363.8,1,0,0,0,0,1
0:00:03.846,837.9,347.4,1,0,0,0,0,1
0:00:03.946,837.9,351.5,1,0,0,0,0,1
0:00:04.046,837.9,351.5,1,0,0,0,0,1
0:00:04.246,833.8,363.8,1,0,0,0,0,1
0:00:04.346,829.7,359.7,1,0,0,0,0,1
0:00:04.446,821.5,367.8,1,0,0,0,0,1
0:00:04.546,809.3,376.0,1,0,0,0,0,1
0:00:04.779,792.9,408.7,1,0,0,0,0,1
0:00:04.879,788.8,433.2,1,0,0,0,0,1
0:00:04.979,780.7,453.7,1,0,0,0,0,1
0:00:05.079,776.6,474.1,1,0,0,0,0,1
0:00:05.179,768.4,490.5,1,0,0,0,0,1
0:00:05.279,760.2,510.9,1,0,0,0,0,0
0:00:05.379,752.0,531.3,1,0,0,0,0,0
0:00:05.479,748.0,551.8,1,0,0,0,0,0
0:00:05.679,752.0,596.7,1,0,0,0,0,0
0:00:05.779,764.3,613.1,1,0,0,0,0,0
0:00:05.879,780.7,633.5,1,0,0,0,0,0
0:00:05.979,788.8,649.9,1,0,0,0,0,0
0:00:06.079,792.9,670.3,1,0,0,0,0,0
0:00:06.179,792.9,690.7,1,0,0,0,0,0
0:00:06.279,788.8,711.2,1,0,0,0,0,0
0:00:06.379,776.6,731.6,1,0,0,0,0,0
0:00:06.479,760.2,748.0,1,0,0,0,0,0
0:00:06.579,739.8,764.3,1,0,0,0,0,0
0:00:06.679,715.3,776.6,1,0,0,0,0,0
0:00:06.779,694.8,784.7,1,0,0,0,0,0
0:00:06.879,670.3,792.9,1,0,0,0,0,0
0:00:06.979,645.8,797.0,1,0,0,0,0,0
0:00:07.079,621.3,801.1,1,0,0,0,0,0
0:00:07.179,596.7,805.2,1,0,0,0,0,0
0:00:07.279,568.1,805.2,1,0,0,0,0,0
0:00:07.379,547.7,809.3,1,0,0,0,0,0
0:00:07.479,519.1,813.4,1,0,0,0,0,0
0:00:07.546,502.7,817.4,1,0,0,0,0,1
0:00:07.646,478.2,825.6,1,0,0,0,0,1
