Time,Centre position X,Centre position Y,In NE,In NW,In SE,In SW,In Island,In Thigmitaxis
0:00:00.000,,,0,0,0,1,0,0
0:00:00.291,1659.4,1226.2,0,0,0,1,0,0
0:00:00.991,1696.2,1050.4,0,0,0,1,0,0
0:00:01.725,1279.3,331.1,0,0,1,0,0,1
0:00:01.925,1095.4,396.5,0,0,1,0,0,1
0:00:01.958,1062.7,416.9,1,0,0,0,0,0
0:00:02.058,980.9,470.0,1,0,0,0,0,0
0:00:02.158,915.5,523.2,1,0,0,0,0,0
0:00:02.258,862.4,600.8,1,0,0,0,0,0
0:00:02.425,821.5,735.7,1,0,0,0,0,0
0:00:03.125,862.4,727.5,1,0,0,0,0,0
0:00:03.325,760.2,731.6,1,0,0,0,0,0
0:00:03.425,752.0,707.1,1,0,0,0,0,0
0:00:03.525,748.0,682.6,1,0,0,0,0,0
0:00:03.625,739.8,654.0,1,0,0,0,0,0
0:00:03.725,731.6,629.4,1,0,0,0,0,0
0:00:03.825,719.3,600.8,1,0,0,0,0,0
0:00:03.925,698.9,580.4,1,0,0,0,0,0
0:00:04.025,678.5,559.9,1,0,0,0,0,1
0:00:04.125,645.8,539.5,1,0,0,0,0,1
0:00:04.225,621.3,527.2,1,0,0,0,0,1
0:00:04.325,600.8,515.0,1,0,0,0,0,1
0:00:04.425,588.6,510.9,1,0,0,0,0,1
0:00:04.525,584.5,506.8,1,0,0,0,0,1
0:00:04.758,580.4,510.9,1,0,0,0,0,1
0:00:04.858,584.5,515.0,1,0,0,0,0,1
0:00:04.958,584.5,510.9,1,0,0,0,0,1
0:00:05.058,588.6,494.6,1,0,0,0,0,1
0:00:05.158,600.8,490.5,1,0,0,0,0,1
0:00:05.258,617.2,486.4,1,0,0,0,0,1
0:00:05.358,645.8,490.5,1,0,0,0,0,1
0:00:05.458,666.2,498.6,1,0,0,0,0,1
0:00:05.558,682.6,510.9,1,0,0,0,0,1
0:00:05.658,690.7,531.3,1,0,0,0,0,1
0:00:05.758,694.8,551.8,1,0,0,0,0,1
0:00:05.825,694.8,559.9,1,0,0,0,0,0
0:00:05.925,690.7,580.4,1,0,0,0,0,0
0:00:06.025,682.6,596.7,1,0,0,0,0,0
0:00:06.125,674.4,609.0,1,0,0,0,0,0
0:00:06.225,662.1,625.3,1,0,0,0,0,0
0:00:06.325,645.8,641.7,1,0,0,0,0,0
0:00:06.425,637.6,658.0,1,0,0,0,0,0
0:00:06.525,621.3,678.5,1,0,0,0,0,0
0:00:06.625,613.1,703.0,1,0,0,0,0,0
0:00:06.725,600.8,723.4,1,0,0,0,0,0
0:00:06.825,584.5,752.0,1,0,0,0,0,0
0:00:06.925,576.3,772.5,1,0,0,0,0,0
0:00:07.025,559.9,792.9,1,0,0,0,0,0
0:00:07.125,547.7,809.3,1,0,0,0,0,0
0:00:07.225,531.3,825.6,1,0,0,0,0,0
0:00:07.325,515.0,837.9,1,0,0,0,0,0
0:00:07.425,494.6,850.1,1,0,0,0,0,1
0:00:07.525,482.3,850.1,1,0,0,0,0,1
0:00:07.625,465.9,850.1,1,0,0,0,0,1
0:00:07.725,457.8,837.9,1,0,0,0,0,1
0:00:07.825,453.7,825.6,1,0,0,0,0,1
0:00:07.925,457.8,809.3,1,0,0,0,0,1
0:00:08.025,465.9,797.0,1,0,0,0,0,1
0:00:08.125,478.2,784.7,1,0,0,0,0,1
0:00:08.225,494.6,780.7,1,0,0,0,0,1
0:00:08.325,502.7,776.6,1,0,0,0,0,1
0:00:08.425,523.2,776.6,1,0,0,0,0,1
0:00:08.458,527.2,776.6,1,0,0,0,0,0
0:00:08.558,539.5,780.7,1,0,0,0,0,0
0:00:08.658,555.9,788.8,1,0,0,0,0,0
0:00:08.758,568.1,792.9,1,0,0,0,0,0
0:00:08.858,588.6,797.0,1,0,0,0,0,0
0:00:08.992,613.1,797.0,1,0,0,0,0,0
0:00:09.092,633.5,792.9,1,0,0,0,0,0
0:00:09.192,662.1,784.7,1,0,0,0,0,0
0:00:09.325,694.8,772.5,1,0,0,0,0,0
0:00:09.425,727.5,764.3,1,0,0,0,0,0
0:00:09.525,752.0,756.1,1,0,0,0,0,0
0:00:09.625,780.7,743.9,1,0,0,0,0,0
0:00:09.725,813.4,735.7,1,0,0,0,0,0
0:00:09.825,842.0,727.5,1,0,0,0,0,0
0:00:09.925,874.7,719.3,1,0,0,0,0,0
0:00:10.025,907.4,711.2,1,0,0,0,0,0
0:00:10.125,936.0,703.0,1,0,0,0,0,0
0:00:10.225,968.7,694.8,1,0,0,0,0,0
0:00:10.325,1001.4,686.6,1,0,0,0,0,0
0:00:10.425,1030.0,674.4,1,0,0,0,0,0
0:00:10.592,1083.1,654.0,1,0,0,0,0,0
0:00:10.625,1091.3,649.9,0,0,1,0,0,0
0:00:10.725,1128.1,637.6,0,0,1,0,0,0
0:00:10.825,1156.7,625.3,0,0,1,0,0,0
0:00:10.925,1185.3,617.2,0,0,1,0,0,0
0:00:11.025,1218.0,604.9,0,0,1,0,0,0
0:00:11.125,1246.6,592.6,0,0,1,0,0,0
0:00:11.225,1275.2,580.4,0,0,1,0,0,0
0:00:11.325,1307.9,564.0,0,0,1,0,0,0
0:00:11.525,1365.1,543.6,0,0,1,0,0,0
0:00:11.625,1393.7,531.3,0,0,1,0,0,0
0:00:11.725,1422.3,523.2,0,0,1,0,0,0
0:00:11.792,1442.8,515.0,0,0,1,0,0,1
